Date,Date Value,Open,High,Low,Close,Adj Close,Volume
2014-07-14,41834,104.279999,104.93,103.150002,103.260002,99.062721,733900
2014-07-15,41835,103.160004,103.620003,101.970001,102.739998,98.56385,1088200
2014-07-16,41836,103.199997,103.360001,102.389999,102.790001,98.611809,869100
2014-07-17,41837,102.459999,102.900002,100.629997,100.709999,96.616348,804900
2014-07-18,41838,100.769997,102.769997,99.980003,102.440002,98.276039,1131800
2014-07-21,41839,101.980003,102.410004,101.019997,101.419998,97.297508,1008900
2014-07-22,41840,103.809998,104.459999,101.339996,102.169998,98.017021,947900
2014-07-23,41841,102.269997,103.68,101.910004,103.160004,98.966782,1733800
2014-07-24,41842,99.279999,100.419998,98.400002,99.82,95.76255,2814600
2014-07-25,41843,99.519997,101.040001,99.290001,100.809998,96.712303,1474900
2014-07-28,41844,101.970001,102.029999,100.010002,100.57,96.482056,854300
2014-07-29,41845,100.650002,101.309998,100.010002,100.93,96.827415,1186900
2014-07-30,41846,101.300003,102.730003,101.279999,102.220001,98.06498,1821100
2014-07-31,41847,101.370003,102.370003,100,100.07,96.00238,1809700
2014-08-01,41848,100.080002,100.349998,99.019997,99.610001,95.561073,1020400
2014-08-04,41849,99.610001,100.220001,98.459999,100.139999,96.06955,799100
2014-08-05,41850,99.68,99.919998,98.129997,98.360001,94.361885,1125700
2014-08-06,41851,98.099998,98.410004,95.959999,96.349998,92.433594,2995200
2014-08-07,41852,97.019997,97.18,95.019997,95.309998,91.435883,1750700
2014-08-08,41853,95.669998,96.18,94.730003,96.080002,92.174568,1368900
2014-08-11,41854,96.57,96.959999,95.879997,96.32,92.404831,873900
2014-08-12,41855,96.150002,97.110001,95.800003,96.709999,92.778969,1556300
2014-08-13,41856,96.93,97.82,96.559998,97.68,93.709534,1034000
2014-08-14,41857,97.68,98.139999,97.400002,97.830002,93.853447,1428400
2014-08-15,41858,97.959999,98.150002,96.620003,97.480003,93.51767,1171400
2014-08-18,41859,97.879997,99.32,97.879997,99.309998,95.273277,1591900
2014-08-19,41860,99.610001,100.199997,99.410004,99.940002,95.87767,944000
2014-08-20,41861,99.82,100.300003,99.349998,99.809998,95.752945,1156900
2014-08-21,41862,99.980003,100.68,99.879997,100.620003,96.530037,630700
2014-08-22,41863,100.440002,100.790001,99.449997,99.489998,95.445946,1014300
2014-08-25,41864,100.239998,101.040001,99.980003,100.459999,96.376518,669800
2014-08-26,41865,100.540001,101.209999,100.400002,100.760002,96.664345,752200
2014-08-27,41866,100.860001,101.080002,99.720001,99.779999,95.724167,853300
2014-08-28,41867,99.309998,99.650002,99,99.449997,95.40757,714900
2014-08-29,41868,99.599998,99.599998,98.739998,99.309998,95.273277,1015700
2014-09-02,41869,99.720001,99.720001,98.809998,99.290001,95.254082,1037600
2014-09-03,41870,99.75,100.580002,99.419998,100.32,96.242218,1054000
2014-09-04,41871,100.730003,102.529999,100.230003,100.650002,96.558815,1193100
2014-09-05,41872,100.370003,101.080002,99.919998,101.07,96.961739,562900
2014-09-08,41873,101,101.330002,100.57,100.919998,96.817841,825800
2014-09-09,41874,101.559998,103.540001,101.559998,102.440002,98.276039,2060300
2014-09-10,41875,102.809998,104.980003,102.099998,104.75,100.492142,2027300
2014-09-11,41876,104.080002,105.379997,103.860001,105.230003,100.952644,1677400
2014-09-12,41877,104.989998,105.68,104.440002,104.940002,100.674438,1470000
2014-09-15,41878,104.93,104.93,104.190002,104.489998,100.242729,785300
2014-09-16,41879,104.309998,105.160004,103.760002,104.940002,100.674438,985800
2014-09-17,41880,104.889999,105.169998,103.57,103.970001,99.743851,1239500
2014-09-18,41881,104.230003,104.300003,103.580002,104.25,100.012482,1450500
2014-09-19,41882,104.68,104.919998,103.5,103.989998,99.763054,1243200
2014-09-22,41883,103.550003,103.959999,103.029999,103.699997,99.48484,1015200
2014-09-23,41884,102.230003,103.449997,102.099998,102.419998,98.256866,1388800
2014-09-24,41885,102.370003,103.980003,102.120003,103.629997,99.631691,1268900
2014-09-25,41886,103.239998,103.300003,101.25,101.25,97.343521,1915600
2014-09-26,41887,101.330002,102.139999,101.160004,101.660004,97.737701,965100
2014-09-29,41888,100.760002,101.699997,100.699997,101.459999,97.545403,605200
2014-09-30,41889,101.589996,101.830002,100.550003,100.550003,96.670532,1025300
2014-10-01,41890,100.629997,101.169998,99.5,100.760002,96.872429,1687100
2014-10-02,41891,100.940002,102.589996,98.870003,102.199997,98.256866,2721600
2014-10-03,41892,102.449997,102.93,102.169998,102.589996,98.631805,731300
2014-10-06,41893,103.370003,104.440002,102.389999,102.989998,99.016411,966900
2014-10-07,41894,102.5,102.760002,101.349998,101.400002,97.487732,684900
2014-10-08,41895,101.82,103.709999,101.209999,103.540001,99.545174,805500
2014-10-09,41896,103.129997,103.419998,101.519997,101.730003,97.805,1156700
2014-10-10,41897,102,103.720001,101.059998,101.080002,97.180077,882600
2014-10-13,41898,100.919998,101.050003,98.629997,98.730003,94.920731,1014300
2014-10-14,41899,99.230003,99.470001,97.18,97.540001,93.776657,1300900
2014-10-15,41900,95.809998,97.870003,95.330002,97.720001,93.949722,2268300
2014-10-16,41901,96,97.059998,95.75,95.949997,92.247986,1781700
2014-10-17,41902,96.860001,97.940002,96.620003,97.519997,93.757431,912800
2014-10-20,41903,97.559998,99.260002,97.089996,99.190002,95.362999,1101500
2014-10-21,41904,99.650002,101.43,99.629997,101.32,97.410805,1027200
2014-10-22,41905,101.839996,101.900002,99.879997,100.199997,96.334023,1335700
2014-10-23,41906,103.480003,106.300003,102.68,104.57,100.535423,1697600
2014-10-24,41907,104.57,105.5,104.550003,105.290001,101.227631,573900
2014-10-27,41908,105.169998,105.900002,104.720001,104.980003,100.929611,574700
2014-10-28,41909,105.620003,108.370003,105.239998,108.099998,103.929222,1701200
2014-10-29,41910,108.099998,108.949997,107.739998,108.150002,103.977287,1360000
2014-10-30,41911,107.970001,109.550003,107.510002,109.279999,105.063705,787400
2014-10-31,41912,110.349998,111.290001,110,111.239998,106.948074,1486200
2014-11-03,41913,111.18,111.5,109.5,110.410004,106.150131,789400
2014-11-04,41914,110.099998,110.629997,108.940002,109.209999,104.996414,1020100
2014-11-05,41915,110.470001,111.099998,109.440002,110.989998,106.70771,1196100
2014-11-06,41916,110.959999,111.360001,110.160004,110.190002,105.938599,741800
2014-11-07,41917,109.809998,110,107.809998,108.190002,104.015755,829800
2014-11-10,41918,108.610001,110.510002,108.199997,110.419998,106.159729,802100
2014-11-11,41919,110.489998,111.510002,109.769997,111.07,106.784645,568500
2014-11-12,41920,110.779999,111.029999,110.269997,110.870003,106.592354,783000
2014-11-13,41921,111.230003,111.230003,110.150002,110.610001,106.342384,811800
2014-11-14,41922,110.660004,110.830002,109.75,110.120003,105.871292,702700
2014-11-17,41923,110.120003,110.900002,109.940002,110.68,106.409691,964600
2014-11-18,41924,110.25,111.970001,110.139999,111.5,107.198036,688700
2014-11-19,41925,111.190002,111.269997,110.419998,110.550003,106.284706,518700
2014-11-20,41926,109.699997,110.440002,109.010002,110.120003,105.871292,985700
2014-11-21,41927,111.230003,111.629997,109.699997,110.480003,106.217415,821200
2014-11-24,41928,110.120003,110.440002,108.760002,110.080002,105.832825,1355400
2014-11-25,41929,110.5,111.199997,110.269997,111.080002,106.794266,923600
2014-11-26,41930,111.360001,111.769997,110.980003,111.629997,107.323051,595000
2014-11-28,41931,111.629997,113,111.629997,112.290001,107.957573,426900
2014-12-01,41932,112.190002,112.620003,111.309998,111.470001,107.169189,613000
2014-12-02,41933,111.739998,114.980003,111.650002,114.43,110.015015,1504900
2014-12-03,41934,114.309998,114.410004,113.260002,113.650002,109.265083,975700
2014-12-04,41935,113.209999,114.559998,113.120003,113.959999,109.563118,731900
2014-12-05,41936,114.290001,115.879997,113.610001,114.959999,110.524544,1018700
2014-12-08,41937,114.959999,115.550003,114.690002,114.849998,110.418808,643600
2014-12-09,41938,113.419998,114.059998,113.169998,113.730003,109.342026,986400
2014-12-10,41939,113.809998,113.830002,111.260002,111.510002,107.207672,920500
2014-12-11,41940,112.029999,113.779999,112.029999,113.239998,108.870926,961700
2014-12-12,41941,112.160004,112.989998,111.339996,111.339996,107.04422,875300
2014-12-15,41942,112.07,112.349998,109.839996,110.260002,106.005898,750600
2014-12-16,41943,110.150002,111.610001,108.769997,108.790001,104.592598,1039700
2014-12-17,41944,109.610001,112.129997,109.129997,111.919998,107.601845,924200
2014-12-18,41945,113.339996,114.940002,112.639999,114.940002,110.505318,957800
2014-12-19,41946,115.629997,116.040001,114.050003,114.910004,110.476486,1271700
2014-12-22,41947,115.07,115.739998,114.360001,115.050003,110.611084,627800
2014-12-23,41948,115.529999,116.139999,113.160004,113.470001,109.092049,1287400
2014-12-24,41949,113.510002,114.68,113.230003,114.110001,109.920464,304600
2014-12-26,41950,114.160004,115.18,113.949997,114.169998,109.978271,400000
2014-12-29,41951,113.75,114.309998,113.25,113.5,109.332863,450300
2014-12-30,41952,113.489998,115.550003,113.459999,114.57,110.363571,625300
2014-12-31,41953,115.059998,115.75,113.389999,113.419998,109.255798,689900
2015-01-02,41954,114.209999,114.610001,111.779999,112.589996,108.456276,909300
2015-01-05,41955,114.010002,117.190002,114.010002,116.790001,112.502075,2159100
2015-01-06,41956,117.160004,117.230003,115.129997,115.800003,111.548424,1782100
2015-01-07,41957,116.199997,119.580002,116.010002,118.68,114.32267,1462000
2015-01-08,41958,119.040001,120.599998,118.769997,119.940002,115.536423,1406800
2015-01-09,41959,118.059998,119.5,117.5,118.209999,113.869934,2124100
2015-01-12,41960,118.209999,118.769997,117.68,118.489998,114.139648,1001500
2015-01-13,41961,119,120.699997,117.720001,118.75,114.390106,1613800
2015-01-14,41962,116.949997,117.690002,115.769997,117.18,112.877747,1042800
2015-01-15,41963,117.199997,117.610001,114.959999,114.980003,110.758522,1531200
2015-01-16,41964,114.849998,117.110001,114.849998,117,112.704353,1232900
2015-01-20,41965,117.730003,118.389999,114.82,115.889999,111.635109,926600
2015-01-21,41966,115.699997,116.559998,114.919998,115.879997,111.625481,642800
2015-01-22,41967,116.269997,118.419998,115.779999,118.349998,114.004799,711300
2015-01-23,41968,118.349998,118.550003,116.949997,116.980003,112.685081,577700
2015-01-26,41969,116.889999,117.089996,116.029999,117.07,112.771805,1188100
2015-01-27,41970,116.160004,117.349998,115.290001,116.230003,111.962631,796800
2015-01-28,41971,116.370003,117.540001,114.349998,114.5,110.29615,1590100
2015-01-29,41972,112.650002,114.389999,111.199997,112.519997,108.388824,3235000
2015-01-30,41973,111.989998,114.639999,111.959999,112.099998,107.984261,1939700
2015-02-02,41974,112.480003,114.120003,111.059998,113.980003,109.795242,1099400
2015-02-03,41975,115.43,116.870003,114.489998,116.660004,112.376846,1689200
2015-02-04,41976,115.349998,116.269997,115.150002,115.519997,111.278687,1110300
2015-02-05,41977,116.379997,117.370003,116.010002,117.099998,112.800674,944500
2015-02-06,41978,116.900002,117.449997,115.779999,116.150002,111.885567,1057200
2015-02-09,41979,115.160004,115.959999,114.410004,114.769997,110.556236,1324600
2015-02-10,41980,116.190002,117.410004,115.120003,117.07,112.771805,1011000
2015-02-11,41981,117.07,117.879997,116.599998,116.900002,112.60804,1161500
2015-02-12,41982,118.32,118.360001,116.699997,118.150002,113.812134,977200
2015-02-13,41983,117.900002,119.360001,117.82,119.330002,114.948807,1084900
2015-02-17,41984,119.330002,120.660004,118.790001,120.389999,115.969894,1229000
2015-02-18,41985,120.550003,120.620003,119.730003,120.300003,115.883194,1109600
2015-02-19,41986,120.120003,120.660004,119.839996,120.199997,115.786873,720300
2015-02-20,41987,119.870003,121.690002,119.620003,121.589996,117.125839,1058200
2015-02-23,41988,121.589996,121.589996,120.730003,121.309998,116.856117,770100
2015-02-24,41989,121.07,121.839996,120.699997,121.760002,117.289589,819500
2015-02-25,41990,121.449997,121.75,120.440002,120.519997,116.095108,986300
2015-02-26,41991,120.519997,121.389999,119.860001,121.330002,116.875381,579400
2015-02-27,41992,120.980003,121.370003,120.300003,120.389999,115.969894,698100
2015-03-02,41993,120.389999,121.540001,120.199997,121.389999,116.933182,1266800
2015-03-03,41994,121.190002,121.279999,118.709999,119.269997,114.891014,873300
2015-03-04,41995,119.150002,119.660004,117.970001,118.760002,114.611137,1026300
2015-03-05,41996,119.139999,119.739998,118.629997,119.18,115.016479,1145400
2015-03-06,41997,119.129997,119.139999,116.239998,116.349998,112.285324,1243200
2015-03-09,41998,116.949997,117.230003,116.190002,116.949997,112.864349,1204200
2015-03-10,41999,115.540001,116.709999,115.230003,115.510002,111.474678,1170000
2015-03-11,42000,116.150002,116.959999,115.849998,116.230003,112.16951,1020200
2015-03-12,42001,116.629997,117.660004,116.440002,117.199997,113.105644,1259900
2015-03-13,42002,117.559998,118.199997,115.379997,116.25,112.188812,1323100
2015-03-16,42003,116.650002,118.230003,116.650002,118.019997,113.897003,761000
2015-03-17,42004,117.300003,117.300003,114.510002,115.279999,111.252708,2853300
2015-03-18,42005,115.190002,119.919998,114.699997,119.209999,115.045433,2314900
2015-03-19,42006,118.599998,118.769997,118.050003,118.559998,114.418129,1249200
2015-03-20,42007,119.309998,119.730003,118.330002,118.760002,114.611137,1390200
2015-03-23,42008,118.760002,119.32,118.080002,118.470001,114.331276,847500
2015-03-24,42009,118.010002,118.68,117.309998,117.309998,113.211777,1142300
2015-03-25,42010,117.330002,118.199997,115.199997,115.309998,111.28167,1009900
2015-03-26,42011,115.339996,116.620003,114.660004,115.650002,111.609802,792900
2015-03-27,42012,115.699997,117.93,115.529999,117.5,113.395157,1288900
2015-03-30,42013,118.059998,118.989998,117.769997,118.57,114.427788,723100
2015-03-31,42014,117.860001,118.209999,117.120003,117.519997,113.414452,960800
2015-04-01,42015,118.220001,118.470001,115.709999,116.190002,112.130943,1049500
2015-04-02,42016,116.339996,117.660004,115.779999,116.919998,112.835426,632400
2015-04-06,42017,116.139999,117.629997,115.82,117.360001,113.26004,622500
2015-04-07,42018,117.190002,117.989998,115.970001,116.010002,111.957207,634700
2015-04-08,42019,116.089996,116.889999,115.230003,116.120003,112.063362,672000
2015-04-09,42020,116.300003,117.32,115.589996,117.199997,113.105644,840800
2015-04-10,42021,117.529999,117.860001,117.07,117.449997,113.346909,958600
2015-04-13,42022,117.739998,118.339996,115.970001,116.209999,112.150208,1176700
2015-04-14,42023,116.400002,117.110001,115.230003,115.959999,111.908974,1240800
2015-04-15,42024,116.18,116.620003,115.550003,115.620003,111.580849,986800
2015-04-16,42025,115.43,115.839996,114.980003,115.360001,111.329918,1002600
2015-04-17,42026,114.989998,115.099998,113.709999,114.610001,110.60611,1092600
2015-04-20,42027,115.080002,116.449997,114.879997,115.919998,111.870346,583300
2015-04-21,42028,116.389999,117.790001,116.339996,117.370003,113.269707,824400
2015-04-22,42029,117.120003,118.269997,116.57,117.489998,113.385529,731600
2015-04-23,42030,117.360001,119.099998,116.709999,118.57,114.427788,740500
2015-04-24,42031,118.089996,118.919998,117.730003,118.760002,114.611137,737600
2015-04-27,42032,119,119,116.349998,116.610001,112.536263,820400
2015-04-28,42033,116.040001,117.160004,114.519997,116.730003,112.652061,1130200
2015-04-29,42034,116.43,116.790001,114.830002,115.339996,111.310608,1305100
2015-04-30,42035,111.589996,112.010002,108.540001,109.839996,106.002762,3317600
2015-05-01,42036,110.169998,111.129997,109.480003,110.43,106.572151,1413500
2015-05-04,42037,110.720001,111.650002,110.410004,110.68,106.813416,1297700
2015-05-05,42038,110.690002,110.870003,109.550003,110.510002,106.649345,2116200
2015-05-06,42039,110.860001,111.330002,109.230003,110.099998,106.253662,1919400
2015-05-07,42040,110.379997,111.330002,110.07,111.040001,107.160828,1668300
2015-05-08,42041,112.199997,113.099998,111.709999,112.949997,109.004112,1244700
2015-05-11,42042,112.57,113.75,112.379997,113.18,109.226074,1409600
2015-05-12,42043,112.510002,112.940002,111.629997,112.239998,108.318909,2028800
2015-05-13,42044,112.639999,112.709999,111.730003,111.839996,108.144882,953100
2015-05-14,42045,112.739998,113.650002,112.139999,113.57,109.817711,1270500
2015-05-15,42046,113.529999,113.760002,112.809998,113.18,109.44059,783300
2015-05-18,42047,113.360001,114.559998,113.120003,114.279999,110.504242,598000
2015-05-19,42048,114.209999,114.760002,113.730003,114.339996,110.562271,706900
2015-05-20,42049,114.379997,114.910004,113.919998,114.339996,110.562271,441200
2015-05-21,42050,114.019997,114.529999,113.900002,114.459999,110.678307,584000
2015-05-22,42051,114.080002,114.470001,113.230003,113.769997,110.011093,1013300
2015-05-26,42052,113.790001,113.790001,112.709999,113.089996,109.353561,1136600
2015-05-27,42053,113.690002,114.43,112.709999,114.269997,110.494583,869300
2015-05-28,42054,113.949997,114.349998,112.75,113.389999,109.643639,1830900
2015-05-29,42055,112.989998,114.870003,112.559998,114.089996,110.320534,1795100
2015-06-01,42056,114.580002,115.220001,113.940002,114.769997,110.978065,887100
2015-06-02,42057,114.139999,114.830002,113.989998,114.160004,110.388222,684400
2015-06-03,42058,114.269997,114.68,113.660004,113.900002,110.136795,720000
2015-06-04,42059,112.93,114.190002,112.82,113.07,109.334221,895700
2015-06-05,42060,113,113.400002,112.339996,113.25,109.508286,952000
2015-06-08,42061,113.540001,114.470001,113.089996,113.139999,109.401909,876100
2015-06-09,42062,113.07,113.889999,112.57,112.639999,108.918434,855400
2015-06-10,42063,113.260002,114.010002,112.589996,113.660004,109.904755,1300200
2015-06-11,42064,113.889999,114.360001,113.610001,114.110001,110.339859,1405700
2015-06-12,42065,113.330002,113.709999,112.050003,112.199997,108.492966,1243000
2015-06-15,42066,111.519997,112.019997,110.949997,111.669998,107.980492,1100100
2015-06-16,42067,111.639999,112.839996,111.279999,112.550003,108.831406,755400
2015-06-17,42068,113.019997,113.279999,111.739998,112.5,108.783066,656400
2015-06-18,42069,113.040001,113.769997,112.959999,113.300003,109.556633,1012900
2015-06-19,42070,113.400002,113.769997,112.57,112.660004,108.937775,1616600
2015-06-22,42071,113.279999,113.919998,112.980003,113.400002,109.653336,824600
2015-06-23,42072,113.699997,113.769997,112.199997,112.68,108.957108,825700
2015-06-24,42073,112.5,115.5,112.160004,113.519997,109.769363,3486800
2015-06-25,42074,113.529999,114.209999,112.919998,113.269997,109.527603,1580400
2015-06-26,42075,113.699997,114.089996,113.110001,113.559998,109.808022,1802600
2015-06-29,42076,107,114.410004,97.480003,109.290001,105.679115,1561000
2015-06-30,42077,110.5,110.900002,108.75,109.230003,105.621101,2225300
2015-07-01,42078,110,111.349998,109.010002,109.209999,105.601746,1239900
2015-07-02,42079,110,110.980003,107,108.190002,104.615456,1402400
2015-07-06,42080,108.190002,109.540001,107.610001,108.790001,105.195641,1523400
2015-07-07,42081,108.900002,109.82,107.989998,109.769997,106.143272,795800
2015-07-08,42082,108.580002,109.290001,107.709999,107.940002,104.373734,1127300
2015-07-09,42083,109,109.489998,106.769997,106.839996,103.310066,1244400
2015-07-10,42084,107.849998,108.93,106.669998,106.809998,103.281075,1893200
2015-07-13,42085,107.269997,108.449997,107.110001,107.629997,104.073967,959600
2015-07-14,42086,108.120003,108.239998,107.129997,107.400002,103.851563,797600
2015-07-15,42087,107.860001,108,107.019997,107.129997,103.590477,950800
2015-07-16,42088,107.860001,108.199997,107.379997,107.769997,104.209343,1038300
2015-07-17,42089,107.080002,108.050003,106.900002,107.5,103.948257,890000
2015-07-20,42090,107.639999,108.330002,107.459999,108.029999,104.460739,1042500
2015-07-21,42091,108.059998,108.68,107.220001,108.260002,104.683167,1006500
2015-07-22,42092,108.190002,109.040001,107.82,108.540001,104.95388,1453900
2015-07-23,42093,108.129997,108.900002,107.589996,107.849998,104.286713,916600
2015-07-24,42094,107.529999,108.010002,106.599998,106.660004,103.136017,693900
2015-07-27,42095,106.400002,106.5,105.559998,105.779999,102.28508,739400
2015-07-28,42096,105.330002,106.660004,105.160004,106.5,102.981293,975600
2015-07-29,42097,106.82,107.470001,106.220001,107,103.464783,1188200
2015-07-30,42098,107,107.559998,104.43,104.849998,101.385811,2252400
2015-07-31,42099,104.849998,105.449997,103.690002,104.07,100.631577,1546800
2015-08-03,42100,104.470001,105.089996,103.75,104.330002,100.88298,1520000
2015-08-04,42101,104.459999,105.32,102.900002,103.129997,99.722641,1043900
2015-08-05,42102,104.010002,104.449997,103.440002,103.879997,100.447853,1058900
2015-08-06,42103,103.660004,103.760002,101.290001,101.690002,98.330223,1458300
2015-08-07,42104,101.790001,101.900002,100.360001,101.730003,98.368904,1423300
2015-08-10,42105,102.730003,103.599998,101.959999,103.43,100.012726,1206800
2015-08-11,42106,103.07,104.339996,102.699997,104.169998,100.728279,1688800
2015-08-12,42107,103.18,103.68,101.699997,103.68,100.254463,1137500
2015-08-13,42108,105.699997,110.809998,103.400002,104.360001,100.911987,1279300
2015-08-14,42109,104.400002,105.650002,102.879997,105.529999,102.043358,1476600
2015-08-17,42110,104.699997,106.440002,104.239998,106.389999,102.874931,1058500
2015-08-18,42111,105.970001,106.379997,105.489998,105.970001,102.468811,910600
2015-08-19,42112,105.32,106.900002,104.5,106.139999,102.633179,1251800
2015-08-20,42113,104.879997,105.660004,104.589996,104.879997,101.414825,1457600
2015-08-21,42114,104.559998,105.709999,103.989998,104.360001,100.911987,2229300
2015-08-24,42115,101.110001,101.110001,94.730003,99.57,96.280266,2782100
2015-08-25,42116,104.43,104.529999,98.029999,98.029999,94.79113,1495600
2015-08-26,42117,99.169998,101.160004,98.029999,101.019997,97.682358,1301300
2015-08-27,42118,100.959999,103.449997,100.919998,103.410004,99.993401,1474700
2015-08-28,42119,103,104.480003,101.669998,104.370003,100.921684,1493600
2015-08-31,42120,103.599998,104.889999,103.449997,103.559998,100.138435,1626600
2015-09-01,42121,102.75,102.75,100.089996,100.650002,97.324585,1598700
2015-09-02,42122,100.989998,101.660004,100.32,101.629997,98.272186,1293500
2015-09-03,42123,101.790001,103.529999,101.110001,102.089996,98.716988,1280200
2015-09-04,42124,100.559998,101.389999,100.040001,100.459999,97.140854,1669500
2015-09-08,42125,101.980003,102.739998,101.370003,102.690002,99.297188,1233300
2015-09-09,42126,103.349998,104,100.889999,101.230003,97.885422,1498200
2015-09-10,42127,98.889999,100.989998,98.400002,100.099998,96.792755,1614900
2015-09-11,42128,100.440002,100.519997,99.68,100.199997,96.889435,1343600
2015-09-14,42129,95.129997,100.339996,95.129997,99.040001,95.767792,1473300
2015-09-15,42130,100.050003,102.949997,99.110001,99.970001,96.667038,1015400
2015-09-16,42131,100.220001,101.019997,99.019997,100.739998,97.411606,1146300
2015-09-17,42132,101.32,102.199997,100.370003,100.889999,97.556656,780800
2015-09-18,42133,99.980003,100.07,98.949997,99.199997,95.922493,1611800
2015-09-21,42134,99.32,100.620003,98.080002,98.190002,94.945862,1711900
2015-09-22,42135,97.769997,97.900002,96.849998,97.580002,94.356018,2274500
2015-09-23,42136,97.370003,99.82,96.989998,97.349998,94.133606,862900
2015-09-24,42137,96.510002,97.589996,95.190002,95.620003,92.460754,1327800
2015-09-25,42138,96.089996,96.940002,93.610001,94.440002,91.319763,1577500
2015-09-28,42139,93.989998,94.059998,90.919998,92.410004,89.565468,2275000
2015-09-29,42140,92.230003,94.239998,92.110001,93.790001,90.902985,2290200
2015-09-30,42141,94.550003,94.910004,93.129997,93.93,91.038666,1951000
2015-10-01,42142,93.82,94.120003,92,93.959999,91.067741,1557300
2015-10-02,42143,88.769997,95.279999,88.769997,95.269997,92.337425,1314200
2015-10-05,42144,95.849998,96.309998,94.889999,95.5,92.560356,1312700
2015-10-06,42145,95.440002,96.099998,93.139999,93.989998,91.096825,2332500
2015-10-07,42146,94.610001,95.059998,94.099998,94.889999,91.969131,597400
2015-10-08,42147,94.650002,95.550003,93.650002,95.440002,92.502205,952100
2015-10-09,42148,95.580002,96.660004,95.309998,96.449997,93.481125,968100
